2.45,226,124.9,71.8%,85,26,59,30.6%,31,205,471
Lulu,11,4,7,0.09,1.73,5.45,3.21,0.88,225,109.4
Nami,10,5,5,0.1,1.3,7.6,5.92,0.44,227,137.2
Rakan,10,5,5,0.6,2.1,7.1,3.67,1.42,248,103.9
Milio,8,4,4,0.38,1.88,6.38,3.6,0.79,228,47.5
Karma,8,1,7,0.5,2.88,4.25,1.65,1.05,223,164.2
