2.57,381,560.4,62.8%,74,23,51,31.1%,158,154,238
Azir,11,6,5,2.18,2.09,3.64,2.78,9.05,390,629.4
Leblanc,7,4,3,2.86,0.86,4.29,8.33,9.18,418,704.5
Jayce,7,3,4,3.71,2.86,4.71,2.95,8.5,405,743.4
Tristana,7,3,4,3.43,2,4.29,3.86,9.49,427,636.2
Sylas,7,2,5,2.43,2.29,3.29,2.5,8.51,372,487.5
