2.5,314,287.7,76.3%,85,26,59,30.6%,113,213,420
Sejuani,16,5,11,0.38,1.88,5.25,3,5.36,301,259.7
Vi,15,4,11,1.13,3.13,4.4,1.77,5.42,307,195.3
Maokai,11,4,7,0.91,3.09,6.18,2.29,4.91,310,518
Poppy,10,4,6,1.1,2,6.2,3.65,5.1,311,257.5
LeeSin,10,3,7,2.1,2.6,4.2,2.42,5.86,331,238.4
