3.9,349,327,71.2%,95,61,34,64.2%,271,227,615
Vi,19,12,7,2.32,2.58,6.42,3.39,5.4,341,250
Sejuani,18,14,4,1.56,1.94,9.33,5.6,4.96,337,274
LeeSin,11,6,5,4.36,3.55,5.55,2.79,5.6,361,361.7
MonkeyKing,10,8,2,4.1,2.6,6.2,3.96,5.1,360,345.3
Viego,9,5,4,4.67,2.44,5.33,4.09,6.04,380,394.1
