1.6,378,446.7,58.8%,83,24,59,28.9%,161,254,245
Jax,20,7,13,2.8,2.8,1.55,1.55,8.64,411,435.1
Renekton,14,4,10,1.71,3.14,2.64,1.39,8.8,392,343.8
KSante,12,6,6,2.17,2.25,4.75,3.07,7.63,364,445
Sion,5,1,4,1.4,3,4.4,1.93,7.59,346,440.9
Gragas,5,0,5,0.6,3,1.6,0.73,8.05,336,466.4
