2.26,376,447.4,51.3%,74,31,43,41.9%,141,176,257
KSante,18,5,13,2.06,2.22,3.56,2.53,7.76,357,345.4
Gnar,17,10,7,1.88,1.94,4.41,3.24,8.81,393,503.6
Jax,14,7,7,2.21,2.5,3.86,2.43,8.33,391,457.7
Fiora,6,4,2,1.67,2,2.83,2.25,8.9,398,493
Jayce,6,3,3,3,3,3,2,9.53,420,657.3
