4.56,343,322.6,70.4%,82,51,31,62.2%,179,158,542
LeeSin,15,12,3,3.6,2.07,6.93,5.1,5.89,356,306.6
Sejuani,13,6,7,1,2.15,8,4.18,5.07,315,292.5
Maokai,8,5,3,1.63,1.25,7.38,7.2,5.27,322,459.6
Viego,7,6,1,3.29,1.43,5.57,6.2,6.55,376,340.4
MonkeyKing,7,4,3,2.43,1.43,4.71,5,5.99,342,275.3
