2.3,397,487.2,59.1%,79,27,52,34.2%,176,189,259
KSante,22,10,12,2.91,1.91,3.86,3.55,8.61,391,451.8
Renekton,15,2,13,1.4,3.4,3.13,1.33,8.6,380,393.2
Jax,10,2,8,1.6,2.3,2.3,1.7,8.84,389,388.8
Fiora,8,3,5,2.75,1.5,2.25,3.33,9.47,429,544.3
Poppy,6,3,3,2.17,1.33,5.5,5.75,8.7,391,692.3
