1.57,349,383.9,62.9%,12,3,9,25%,13,28,31
Azir,4,1,3,1.75,2.25,2.75,2,7.94,360,506.4
Cassiopeia,4,1,3,1,2.25,2.75,1.67,8.4,353,335.8
Annie,2,1,1,1,1,3,4,7.86,352,359.2
Ahri,1,0,1,0,3,3,1,7.84,319,345.6
Tristana,1,0,1,0,5,0,0,7.4,316,206.2
