6.58,427,623.3,65.6%,94,70,24,74.5%,297,132,572
Azir,12,9,3,4,1.5,5.67,6.44,9.56,451,789.1
Annie,11,10,1,1.64,1.09,7.55,8.42,8.49,389,560.2
Ahri,9,7,2,2.22,1.22,7.78,8.18,9.24,422,526.9
Tristana,8,6,2,3.25,1.75,6,5.29,9.92,464,662.1
Leblanc,8,5,3,2.88,1.63,4,4.23,8.94,414,635.9
