4.57,351,325.9,67.6%,94,70,24,74.5%,239,196,656
Vi,22,19,3,3.45,1.77,6.82,5.79,6.18,376,297.7
MonkeyKing,20,12,8,2.7,2.7,5.65,3.09,5.58,337,287.8
Maokai,14,11,3,1.86,1.79,9,6.08,5.23,333,399.4
Sejuani,11,7,4,1.82,2.82,7.45,3.29,5.63,335,306.2
KhaZix,7,7,0,3,1.14,4.71,6.75,7.75,401,382.3
