3.65,422,553.5,65.8%,94,54,40,57.4%,303,188,384
Azir,18,11,7,2.61,1.72,4.11,3.9,9.79,421,598.1
Yone,13,9,4,3.38,1.62,4.62,4.95,9.72,429,509.5
Akali,8,6,2,4.25,2.13,3.25,3.53,9.37,428,480.8
Tristana,8,6,2,5.5,2.38,4.88,4.37,10.61,507,647.8
Gragas,7,2,5,1.29,2,3.71,2.5,8.23,349,348.7
