1.9,381,431,54.2%,85,26,59,30.6%,145,199,234
Renekton,18,5,13,2,3.11,2.94,1.59,8.91,387,452.5
KSante,15,6,9,1.93,1.53,3.53,3.57,8.04,369,336.5
Jax,14,4,10,2.5,2.21,1.93,2,8.94,401,464.2
Gragas,12,4,8,0.83,1.83,3.83,2.55,8.31,359,501.2
Gnar,9,3,6,1.89,2.11,2.89,2.26,8.87,392,509.4
