1.87,302,308.3,71.8%,50,11,39,22%,72,155,218
Maokai,10,4,6,2,3.6,5.4,2.06,4.37,300,516.6
Sejuani,9,3,6,0.44,2.56,5.78,2.43,4.8,289,225.8
Vi,8,0,8,1.25,3,2.25,1.17,5.19,287,207.6
MonkeyKing,6,1,5,1.17,2.83,2.5,1.29,4.91,291,261.4
Viego,4,0,4,2.75,3.25,2.5,1.62,5.4,325,287.1
