2.24,316,265.3,68.3%,82,21,61,25.6%,144,227,365
MonkeyKing,16,2,14,1.94,3.63,3.56,1.52,4.92,306,246.6
Vi,15,3,12,2.07,3.47,4.4,1.87,5.44,323,213.4
Sejuani,14,1,13,0.57,2.07,4.36,2.38,5.02,282,217.7
Viego,9,4,5,2,1.78,3.89,3.31,5.75,340,232.5
Maokai,7,2,5,1.57,2.57,5.14,2.61,5.09,317,462.7
