1.6,390,492.5,55.5%,18,4,14,22.2%,32,57,59
Azir,7,2,5,2.14,2.86,3.71,2.05,9.52,413,540
Annie,3,1,2,1.33,4,4.33,1.42,7.39,346,400.6
Leblanc,3,1,2,3,3.33,2.67,1.7,9.69,427,711.4
Jayce,3,0,3,1,2.67,1,0.75,9.07,366,310.8
Ahri,1,0,1,1,3,8,3,8.36,354,468.8
