3.36,245,116,68.9%,11,8,3,72.7%,12,33,99
Rell,5,2,3,0.2,4,9.2,2.35,1.01,228,112
Leona,2,2,0,2,1.5,7.5,6.33,1.39,262,83.5
Nautilus,2,2,0,2.5,2.5,9.5,4.8,1.24,270,201.4
Milio,1,1,0,2,3,9,3.67,0.81,243,53.4
Rakan,1,1,0,0,2,10,5,1.17,252,102.8
