2.77,414,540.9,65.8%,85,26,59,30.6%,223,166,237
Aphelios,22,6,16,2.41,1.82,2.18,2.53,9.99,420,538.8
Zeri,15,5,10,2.8,1.67,2.33,3.08,9.7,418,448.8
Varus,12,3,9,2.42,2.58,3.75,2.39,9.15,400,637.6
Lucian,11,5,6,2.82,2.09,3,2.78,9.12,424,631.3
Xayah,10,4,6,2.4,2.1,3.4,2.76,9.95,418,517.6
