1.77,231,188.1,69.7%,83,24,59,28.9%,30,272,451
Rakan,10,4,6,0.2,2.7,5.1,1.96,1.47,230,126.1
Rell,9,5,4,0.56,3.44,8.67,2.68,1.32,243,125.2
Lulu,9,2,7,0.11,2.56,4.89,1.96,0.86,218,148
Nami,6,0,6,0.17,3.17,3.17,1.05,0.58,205,155.6
Heimerdinger,5,4,1,0.8,3.4,7,2.29,1.29,266,323.9
