2.69,406,547.3,63.5%,86,37,49,43%,220,218,367
Azir,19,8,11,2.32,3,3.05,1.79,9.41,401,588.4
Sylas,11,7,4,3.36,2.64,5.73,3.45,8.96,423,561
Ahri,10,5,5,2.1,2.1,7.1,4.38,9.15,399,426.6
Leblanc,10,5,5,3.5,1.9,6.2,5.11,10.27,452,856.1
Akali,9,3,6,2.67,2.56,2.67,2.09,8.8,376,444.3
