2.13,391,454.8,76.2%,6,1,5,16.7%,19,15,13
Lucian,3,0,3,1.67,2.67,1.67,1.25,8.62,383,493.6
Xayah,2,1,1,6,2,1.5,3.75,8.58,428,436.2
Caitlyn,1,0,1,2,3,5,2.33,7.95,349,372.7
