3.64,408,500.3,57.5%,94,70,24,74.5%,218,209,543
KSante,18,14,4,2.22,2.22,6.72,4.03,8.01,398,406.1
Jax,16,14,2,3.25,1.88,5.19,4.5,8.41,427,468.8
Gnar,14,10,4,2,2.43,5,2.88,7.9,389,452.5
Jayce,11,7,4,2.73,3.09,5,2.5,8.68,419,679.6
Renekton,11,7,4,2.18,1.82,5.09,4,8.79,413,513.1
