5.08,342,297.5,71.8%,96,68,28,70.8%,226,175,663
Sejuani,24,18,6,1.5,1.42,9.25,7.59,5.67,333,283.2
MonkeyKing,19,9,10,2.37,2.32,4.26,2.86,5.46,321,265
Viego,17,14,3,3.76,1.59,6.59,6.52,6.29,372,342
Vi,15,10,5,2.33,2.07,5.93,4,6.07,347,272.5
Maokai,6,5,1,1.33,1.67,7.83,5.5,5.42,345,373.3
