4.78,470,630.1,69.1%,95,61,34,64.2%,400,180,460
Lucian,13,11,2,4.23,1.54,5.92,6.6,10.13,481,705.9
Varus,13,10,3,4.69,2.23,6.54,5.03,9.28,457,637.3
Aphelios,11,8,3,5.45,1.18,3.73,7.77,10.64,500,808.5
KaiSa,11,4,7,3.64,1.64,3.36,4.28,10.73,455,546.4
Zeri,9,6,3,5.78,1.89,3.56,4.94,11.11,500,630.8
