2.33,415,563.4,69.8%,39,12,27,30.8%,111,102,127
Xayah,9,2,7,1.78,2.33,2.22,1.71,9.65,405,361.6
Aphelios,8,1,7,1.63,3.38,3.63,1.56,8.83,384,612.2
Draven,5,2,3,3.4,3,3.6,2.33,8.63,461,465.5
Varus,5,2,3,2.8,2.4,4.4,3,8.74,402,713
Zeri,4,3,1,6,1.25,3.75,7.8,10.34,476,620.2
