2.14,312,247.5,72.7%,33,13,20,39.4%,40,97,168
Sejuani,13,6,7,0.92,2.69,7.23,3.03,5.01,306,252.7
MonkeyKing,5,2,3,1,3.2,2.6,1.13,4.98,312,216.6
LeeSin,4,2,2,3.5,2.75,4,2.73,5,336,296.7
Viego,3,0,3,0.33,2.33,1.33,0.71,5.94,295,174
Ivern,2,1,1,0,2.5,9,3.6,4.29,274,179.9
