4.4,345,317.6,69.9%,22,15,7,68.2%,52,48,159
Maokai,7,5,2,1.86,2,8,4.93,5.43,336,328.2
Sejuani,6,4,2,1.33,2.33,7.33,3.71,5.56,334,307.2
Viego,5,3,2,4.6,2.4,5.4,4.17,5.56,368,315.5
LeeSin,1,1,0,1,1,5,6,6.2,341,189.3
Nautilus,1,1,0,0,2,10,5,4.67,351,264.1
