LSB,3,2,1,0,1
Sejuani,Gragas,Ashe,Renekton,Lissandra
KT,12,9,4,1,1
Lucian,Varus,Annie,Elise,Nidalee
Burdol
Jayce,Teleport,Flash,3364,6694,3134,3042,6692,3158
0/3/1,0.3,330,8.5,12981k,24337
Willer
Vi,Flash,Smite,3364,3071,3111,6667,2421,1029
0/1/2,2.0,235,6,10671k,3436
Clozer
Akali,Teleport,Flash,3363,3152,2421,3108,3135,3089,3111
2/0/0,2.0,357,9.2,14666k,9853
Envyy
Caitlyn,Flash,Heal,3363,3036,6671,1001,3031,3072
1/5/1,0.4,382,9.8,14732k,16296
Kael
Lux,Dot,Flash,3364,3114,3853,2055,2065,3916,3158
0/3/3,1.0,23,0.6,7698k,9235
Kiin
Ornn,Teleport,Flash,3364,1011,3193,3068,7027,3047
0/0/5,5.0,329,8.4,14035k,8613
Cuzz
MonkeyKing,Smite,Flash,3364,3047,2421,3071,3155,items/7017
2/0/2,4.0,241,6.2,12529k,6329
Bdd
Azir,Flash,Teleport,3363,items/7012,4632,3108,3089,4645,3020
2/1/2,4.0,346,8.9,15637k,18837
Aiming
Ezreal,Boost,Flash,3363,3158,6694,items/7002,3508,3042,3026
4/1/6,10.0,396,10.2,18194k,32251
Lehends
Karma,Dot,Flash,3364,3158,items/7020,3853,4643,3222,3916
4/2/5,4.5,34,0.9,10484k,5743
|
LSB,0,0,2,0,0
Karma,Annie,Caitlyn,Draven,Ezreal
KT,11,10,2,1,2
Lucian,Ashe,Varus,Aphelios,Xayah
Burdol
Gnar,Teleport,Flash,3364,3133,2055,3123,3067,3078,3047
0/3/1,0.3,330,8.5,12981k,24337
Willer
Sejuani,Flash,Smite,3364,3083,6660,3047
0/1/2,2.0,235,6,10671k,3436
Clozer
Azir,Teleport,Flash,3363,3135,1058,2421,6653,3111
2/0/0,2.0,357,9.2,14666k,9853
Envyy
Jinx,Flash,Heal,3363,3046,2031,1018,3006,6672,1038
1/5/1,0.4,382,9.8,14732k,16296
Kael
TahmKench,Dot,Flash,3364,2055,3860,3190,3158
0/3/3,1.0,23,0.6,7698k,9235
Kiin
Renekton,Teleport,Flash,3364,3067,6630,2055,4401,3742,3047
0/0/5,5.0,329,8.4,14035k,8613
Cuzz
MonkeyKing,Smite,Flash,3364,3111,2420,3133,3067,6632
2/0/2,4.0,241,6.2,12529k,6329
Bdd
Taliyah,Flash,Teleport,3364,6653,2055,2424,4645,3040,3158
2/1/2,4.0,346,8.9,15637k,18837
Aiming
Zeri,Boost,Flash,3363,6673,3133,3085,3072,1037,3006
4/1/6,10.0,396,10.2,18194k,32251
Lehends
Lulu,Heal,Flash,3364,3158,2065,3853,2055,3114,1057
4/2/5,4.5,34,0.9,10484k,5743
|
