DK,VICTORY,11,9,4,1,1
Ahri,KSante,Maokai,Gragas,Gwen
LSB,DEFEAT,0,2,0,0,1
Neeko,Lucian,Zeri,Xayah,KogMaw
Canna
Sion,Teleport,Flash,3364,3068,6667,3105,1029,3111
2/0/4,6.0,249,8.4,12133,9499
Canyon
Viego,Smite,Flash,3364,2421,3071,6632,1029,3111
2/0/7,9.0,183,6.2,10498,7784
ShowMaker
Annie,Teleport,Flash,3364,3152,2423,3158,4630,3165
3/0/6,9.0,201,6.8,10993,11937
Deft
Draven,Flash,Haste,3363,2420,3072,6676,1001,3094,3078
4/0/4,8.0,297,10,16801,23789
Kellin
Milio,Heal,Flash,3364,3860,2065,3158,3504
0/0/10,10.0,40,1.3,7704,1651
Burdol
Chogath,Teleport,Flash,3364,1028,2055,1029,6665,3068,3047
0/2/0,0.0,211,7.1,9097,6068
Willer
Vi,Flash,Smite,3364,3111,3071,6667,2055
0/3/0,0.0,160,5.4,8618,1420
Clozer
Syndra,Teleport,Flash,3363,2033,3108,3135,2424,3111,6653
0/3/0,0.0,247,8.3,9426,10112
Teddy
Aphelios,Flash,Haste,3363,3006,6671,3035,6672,1018
0/3/0,0.0,281,9.5,11000,9598
Kael
Yuumi,Heal,Exhaust,3364,2003,3853,2055,3222,4642,3012
0/0/0,0.0,3,0.1,5749,3973
|
LSB,DEFEAT,6,3,1,0,0
Annie,Yuumi,KSante,Gragas,Sion
DK,VICTORY,22,10,3,2,2
Neeko,Milio,Ahri,Rakan,Lulu
Canna
Jax,Teleport,Flash,3340,3111,3044,3071,6632
2/0/4,6.0,249,8.4,12133,9499
Canyon
Sejuani,Flash,Smite,3364,3066,3111,6667,1028,1033
2/0/7,9.0,183,6.2,10498,7784
ShowMaker
Jayce,Teleport,Flash,3363,3142,6694,2055,3042,3158
3/0/6,9.0,201,6.8,10993,11937
Deft
Varus,Flash,Heal,3363,3006,3124,3091,6672,1043,2055
4/0/4,8.0,297,10,16801,23789
Kellin
Nautilus,Dot,Flash,3364,1028,3860,1029,3111,3001
0/0/10,10.0,40,1.3,7704,1651
Burdol
Poppy,Teleport,Flash,3364,3068,6662,3047,3076,8001
0/2/0,0.0,211,7.1,9097,6068
Willer
Maokai,Smite,Flash,3364,2055,8020,3068,3001,3111
0/3/0,0.0,160,5.4,8618,1420
Clozer
AurelionSol,Teleport,Flash,3363,6653,2421,4630,3020,3116,3040
0/3/0,0.0,247,8.3,9426,10112
Teddy
Lucian,Flash,Boost,3363,2055,6671,3095,3094,3072,3158
0/3/0,0.0,281,9.5,11000,9598
Kael
Nami,Heal,Flash,3364,3853,4005,2055,3158,6620,3916
0/0/0,0.0,3,0.1,5749,3973
