BRO,11,1,0,0,2
Yone,Vi,Kaisa,Rell,Rakan
LSB,22,9,4,1,0
Poppy,Renekton,Skarner,Tristana,Jayce
Morgan
KSante,Teleport,Flash,3364,1057,2055,3193,6662,3075,3111
5/3/5,3.3,260,8.2,13314k,23018
UmTi
Maokai,Smite,Flash,3364,2055,2421,6667,8020,3111,6660
2/5/6,1.6,160,5.1,10433k,15844
Karis
Azir,Flash,Teleport,3364,4630,3115,6653,3111,2055
1/6/7,1.3,236,7.5,10290k,15313
Hena
Varus,Boost,Flash,3363,3042,1036,3142,3009,6694,1036
3/4/4,1.8,277,8.8,11806k,24799
Effort
Nautilus,Flash,Dot,3364,3860,6667,2055,1028,3111
0/4/8,2.0,35,1.1,6536k,4892
Clear
Jax,Teleport,Flash,3340,6632,3157,8020,3111,3071
5/3/9,4.7,282,8.9,14389k,23463
Willer
Sejuani,Flash,Smite,3364,2138,3111,8020,1028,6667
4/3/12,5.3,149,4.7,10764k,7554
Clozer
LeBlanc,Teleport,Flash,3364,1058,4636,4630,3087,3111,3100
5/1/13,18.0,329,10.4,15731k,32874
Teddy
Ezreal,Flash,Boost,3363,3158,3042,3133,3078,6694
6/1/11,17.0,309,9.8,14418k,28944
Kael
Leona,Dot,Flash,3364,3001,3860,2055,2421,3111,1028
2/3/7,3.0,47,1.5,8042k,3807
|
BRO,4,2,1,0,1
Yone,LeBlanc,Jax,Rakan,Maokai
LSB,11,10,4,1,1
Poppy,Renekton,Azir,Rell,Alistar
Morgan
Gwen,Teleport,Flash,3364,3157,1052,2055,4633,4645,3047
5/3/5,3.3,260,8.2,13314k,23018
UmTi
Vi,Smite,Flash,3364,3071,2421,3047,2055,6632
2/5/6,1.6,160,5.1,10433k,15844
Karis
Neeko,Flash,Teleport,3364,3152,3135,3020,2055,3089
1/6/7,1.3,236,7.5,10290k,15313
Hena
Kaisa,Boost,Flash,3363,3087,3124,3020,3115,4630
3/4/4,1.8,277,8.8,11806k,24799
Effort
Nautilus,Flash,Dot,3364,3860,6667,2055,1028,3047
0/4/8,2.0,35,1.1,6536k,4892
Clear
KSante,Teleport,Flash,3364,6665,3111,3075,2055,4401
5/3/9,4.7,282,8.9,14389k,23463
Willer
Sejuani,Flash,Smite,3364,6667,6660,8020,3111,1028
4/3/12,5.3,149,4.7,10764k,7554
Clozer
Tristana,Teleport,Flash,3363,2421,1038,3111,6675,6672,3072
5/1/13,18.0,329,10.4,15731k,32874
Teddy
Xayah,Flash,Boost,3363,3006,3035,2421,6672,3156,6675
6/1/11,17.0,309,9.8,14418k,28944
Kael
Braum,Exhaust,Flash,3364,3023,2055,3857,3190,2031,3111
2/3/7,3.0,47,1.5,8042k,3807
|
