DK,VICTORY,17,11,4,2,2
Sejuani,Poppy,Vi,Volibear,KSante
KDF,DEFEAT,7,3,0,0,0
Ivern,Neeko,Renekton,Maokai,Xayah
Canna
Jax,Teleport,Flash,3340,3111,2421,6632,3071,3108
3/2/5,4.0,264,8.8,12627,15506
Canyon
Nautilus,Smite,Flash,3364,2055,3109,2420,3001,3068,3111
4/1/10,14.0,135,4.5,11284,9261
ShowMaker
Tristana,Teleport,Flash,3363,3072,3036,3087,3111,6675,1038
5/1/6,11.0,365,12.1,16364,31424
Deft
Aphelios,Flash,Boost,3363,2420,6671,3072,6672,3006,3035
5/2/7,6.0,276,9.2,14366,19445
Kellin
Braum,Exhaust,Flash,3364,3860,3190,2055,8001,3111
0/1/12,12.0,32,1.1,7900,7101
DuDu
Sion,Teleport,Flash,3364,3024,3068,3047,2055,6665,3075
1/3/5,2.0,264,8.8,11436,14579
YoungJae
Viego,Flash,Smite,3364,3071,2421,3111,2055,6632,1029
2/4/3,1.2,169,5.6,9864,6561
Bulldog
Leblanc,Teleport,Flash,3364,1082,3020,1058,4636,3087,3135
2/0/3,5.0,330,11,13711,18774
Taeyoon
Kaisa,Flash,Boost,3363,2055,1055,6655,3115,3087,3006
2/5/3,1.0,242,8,11595,9777
Jun
Rell,Dot,Flash,3364,2055,3001,3860,3023,3047
0/5/4,0.8,39,1.3,6457,3725
|
DK,VICTORY,24,8,4,1,1
Sejuani,Poppy,Vi,Rell,Fiora
KDF,DEFEAT,11,2,0,0,1
Ivern,Neeko,Renekton,Leblanc,Rakan
Canna
Jax,Teleport,Flash,3340,3071,2055,2421,3044,3111,6632
3/2/5,4.0,264,8.8,12627,15506
Canyon
Nautilus,Smite,Flash,3364,1057,2055,3067,3001,3068,3111
4/1/10,14.0,135,4.5,11284,9261
ShowMaker
Tristana,Teleport,Flash,3363,3072,2055,6672,3111,6675,3036
5/1/6,11.0,365,12.1,16364,31424
Deft
Ashe,Flash,Haste,3363,1055,3035,1018,6672,3031,3006
5/2/7,6.0,276,9.2,14366,19445
Kellin
Milio,Heal,Flash,3364,3860,2065,2055,3504,3158
0/1/12,12.0,32,1.1,7900,7101
DuDu
KSante,Teleport,Flash,3364,3193,3047,3068,2055,6662
1/3/5,2.0,264,8.8,11436,14579
YoungJae
Maokai,Flash,Smite,3364,3001,3158,3068,2055,3067,1028
2/4/3,1.2,169,5.6,9864,6561
Bulldog
Azir,Teleport,Flash,3363,1026,2055,3916,6653,3115,3020
2/0/3,5.0,330,11,13711,18774
Taeyoon
Aphelios,Flash,Boost,3363,6671,2055,1018,3036,6672,3006
2/5/3,1.0,242,8,11595,9777
Jun
Blitzcrank,Dot,Flash,3364,6656,2055,3857,3012,3117
0/5/4,0.8,39,1.3,6457,3725
