DK,VICTORY,11,9,5,2,2
Kassadin,Sylas,Vi,Yone,Ornn
HLE,DEFEAT,1,3,1,0,0
Elise,Ashe,Jayce,Ryze,Gnar
Canna
Renekton,Teleport,Flash,3364,1037,6630,3026,3111,3071,3044
1/0/6,7.0,355,9.3,15640,11000
Canyon
Maokai,Smite,Flash,3364,2055,3143,2420,4637,6667,3111
1/0/6,7.0,215,5.6,13166,21247
ShowMaker
Azir,Teleport,Flash,3363,3135,2420,4645,3020,6653,3102
4/0/4,8.0,371,9.7,16287,23917
Deft
Caitlyn,Flash,Heal,3363,2421,6671,3031,3006,3094,3072
4/0/6,10.0,356,9.3,17738,22589
Kellin
Lux,Dot,Flash,3364,3853,2065,4643,3222,2421,3158
1/1/10,11.0,57,1.5,10837,12559
kingen
KSante,Teleport,Flash,3364,2421,3193,6665,3111,3068,3076
0/3/0,0.0,309,8.1,13444,6792
Clid
Sejuani,Smite,Flash,3364,2055,1057,1028,3083,6667,3111
0/4/0,0.0,181,4.7,9873,6814
Zeka
Corki,Teleport,Flash,3363,3156,6655,1052,3042,3020,3074
0/1/0,0.0,392,10.3,15412,25903
Viper
Lucian,Boost,Flash,3363,6671,3134,3031,3094,3036,2422
1/2/0,0.5,360,9.4,14901,24279
Life
Nami,Heal,Flash,3364,3853,3222,2055,4005,3158
0/1/1,1.0,12,0.3,7499,4269
|
HLE,DEFEAT,3,1,1,0,0
Caitlyn,Ashe,Jayce,Kassadin,Leblanc
DK,VICTORY,9,8,4,2,2
Elise,Maokai,Sylas,Yone,Akali
Canna
Gragas,Teleport,Flash,3364,3068,2055,3158,6662,1057,3067
1/0/6,7.0,355,9.3,15640,11000
Canyon
Sejuani,Smite,Flash,3364,2055,1029,3075,1028,1001,6667
1/0/6,7.0,215,5.6,13166,21247
ShowMaker
Azir,Teleport,Flash,3363,1058,2421,1058,3020,4645,6653
4/0/4,8.0,371,9.7,16287,23917
Deft
Zeri,Barrier,Flash,3363,2055,1053,3031,6673,3085,3006
4/0/6,10.0,356,9.3,17738,22589
Kellin
Lulu,Heal,Flash,3364,3853,2065,2055,3916,3158,1004
1/1/10,11.0,57,1.5,10837,12559
kingen
Renekton,Teleport,Flash,3364,3071,6630,2055,3111,3211,3026
0/3/0,0.0,309,8.1,13444,6792
Clid
MonkeyKing,Smite,Flash,3364,2055,3071,6632,3155,3111
0/4/0,0.0,181,4.7,9873,6814
Zeka
Viktor,Teleport,Flash,3363,3135,2055,1058,3111,6653,1058
0/1/0,0.0,392,10.3,15412,25903
Viper
Lucian,Flash,Boost,3363,2055,6671,3094,3036,3031,2422
1/2/0,0.5,360,9.4,14901,24279
Life
Nami,Heal,Flash,3364,3853,4005,3158,3916,1033
0/1/1,1.0,12,0.3,7499,4269
