KDF,DEFEAT,5,4,2,0,0
Lucian,Caitlyn,Ashe,Kassadin,Pyke
DK,VICTORY,14,9,3,2,2
Elise,Yuumi,Varus,KSante,Renekton
DuDu
Camille,Dot,Teleport,3364,2420,6632,3158,2055,6333,3074
3/5/1,0.8,290,8.3,13488,15932
YoungJae
Sejuani,Flash,Smite,3364,3105,3111,6660,1028,3067,3083
0/1/2,2.0,186,5.3,9924,7977
Bulldog
Sylas,Teleport,Flash,3363,2420,3108,3020,6657,4645,3135
1/2/1,1.0,294,8.4,12406,12064
Taeyoon
Zeri,Flash,Boost,3363,2055,3072,3031,3085,6673,3006
1/2/0,0.5,385,11,15274,22682
Jun
Lulu,Heal,Flash,3364,2065,3222,3853,2055,3158
0/4/3,0.8,27,0.8,7684,3606
Canna
Fiora,Teleport,Haste,3364,3181,6632,3074,3111
3/3/4,2.3,267,7.7,13491,22137
Canyon
Maokai,Smite,Flash,3364,2055,3110,4637,6667,3111
2/0/9,11.0,175,5,12132,18614
ShowMaker
Jayce,Teleport,Flash,3363,3042,2420,6692,3111,6694,3133
5/0/5,10.0,325,9.3,15745,28887
Deft
Draven,Flash,Boost,3363,2421,3094,3508,6673,3006,3031
3/0/3,6.0,337,9.7,17617,15997
Kellin
Heimerdinger,Dot,Flash,3364,3853,3165,2055,2421,3158,3116
1/2/7,4.0,41,1.2,9585,11533
|
KDF,VICTORY,10,10,2,1,2
Lucian,Caitlyn,Jayce,Kassadin,Renekton
DK,DEFEAT,6,1,3,0,0
Yuumi,Elise,Heimerdinger,Sivir,Draven
DuDu
KSante,Teleport,Haste,3364,3193,4401,6665,2055,3068,3047
3/5/1,0.8,290,8.3,13488,15932
YoungJae
Sejuani,Flash,Smite,3364,6667,3111,6660,3083,3067
0/1/2,2.0,186,5.3,9924,7977
Bulldog
Sylas,Teleport,Flash,3364,3157,3135,1058,3089,6657,3111
1/2/1,1.0,294,8.4,12406,12064
Taeyoon
Jhin,Flash,Boost,3363,3142,6694,3042,6692,3009
1/2/0,0.5,385,11,15274,22682
Jun
Ashe,Heal,Flash,3364,4005,3864,3179,3158
0/4/3,0.8,27,0.8,7684,3606
Canna
Gnar,Teleport,Haste,3364,3078,2055,3143,4401,1028,3111
3/3/4,2.3,267,7.7,13491,22137
Canyon
Maokai,Smite,Flash,3364,2055,2421,4637,6667,3111
2/0/9,11.0,175,5,12132,18614
ShowMaker
Leblanc,Dot,Flash,3364,3135,2420,2055,3111,6655,3089
5/0/5,10.0,325,9.3,15745,28887
Deft
Varus,Flash,Boost,3363,2421,3085,6673,3124,3036,3006
3/0/3,6.0,337,9.7,17617,15997
Kellin
Karma,Heal,Flash,3364,3853,3222,2055,3158,3067,1052
1/2/7,4.0,41,1.2,9585,11533
|
DK,VICTORY,15,10,4,1,2
Yuumi,Ashe,Varus,KSante,Kassadin
KDF,DEFEAT,3,1,0,0,0
Lucian,Jayce,Elise,Sylas,Fiora
DuDu
Renekton,Teleport,Flash,3364,3111,6630,6609,3026,3133
3/5/1,0.8,290,8.3,13488,15932
YoungJae
Sejuani,Smite,Flash,3364,1057,3066,3083,6667,3111
0/1/2,2.0,186,5.3,9924,7977
Bulldog
Akali,Teleport,Flash,3364,3152,2421,3020,4645,3135
1/2/1,1.0,294,8.4,12406,12064
Taeyoon
Caitlyn,Flash,Boost,3363,2055,6671,3094,3031,3006,3095
1/2/0,0.5,385,11,15274,22682
Jun
Heimerdinger,Heal,Flash,3364,3853,3165,3116,3158,1052
0/4/3,0.8,27,0.8,7684,3606
Canna
Jax,Teleport,Flash,3340,1054,6632,3071,3158,3155,1036
3/3/4,2.3,267,7.7,13491,22137
Canyon
Maokai,Flash,Smite,3364,6667,3111,4637,2055
2/0/9,11.0,175,5,12132,18614
ShowMaker
Swain,Haste,Flash,3363,2421,3108,3191,6653,3116,3111
5/0/5,10.0,325,9.3,15745,28887
Deft
Jhin,Flash,Boost,3363,3142,3035,3042,6692,3009
3/0/3,6.0,337,9.7,17617,15997
Kellin
Karma,Heal,Flash,3364,2065,3860,1057,1004,3158
1/2/7,4.0,41,1.2,9585,11533
