GEN,VICTORY,11,8,3,1,1
Lucian,Caitlyn,Ashe,Irelia,Renekton
LSB,DEFEAT,2,1,0,0,1
Draven,Elise,Annie,MonkeyKing,Maokai
Doran
Jayce,Teleport,Flash,3363,6692,2421,2055,3158,6695,3042
1/0/7,8.0,260,9.8,11482,18029
Peanut
Vi,Flash,Smite,3364,3111,3071,3067,3133,3057
2/1/5,7.0,140,5.3,8790,5306
Chovy
Taliyah,Teleport,Flash,3363,6657,2423,1058,3040,3145,3020
1/0/4,5.0,217,8.2,10008,12422
Peyz
Varus,Boost,Flash,3363,3142,3158,3042,6692
6/0/3,9.0,269,10.1,12810,19219
Delight
Karma,Dot,Flash,3364,2065,3158,3853,2055,3916,1004
1/1/8,9.0,15,0.6,7296,8204
Burdol
KSante,Teleport,Flash,3364,3105,2055,1029,6660,6662,3047
0/2/0,0.0,215,8.1,8391,4196
Willer
Sejuani,Flash,Smite,3364,3083,3111,6660,3067
0/3/2,0.7,153,5.8,7350,3775
Clozer
Akali,Teleport,Flash,3364,3152,2055,4645,1054,2421,3020
2/3/0,0.7,241,9.1,9247,6930
Envyy
Zeri,Flash,Boost,3363,6673,3072,1018,1036,3006
0/1/1,1.0,257,9.7,9672,5462
Kael
Lulu,Heal,Flash,3364,1052,3860,2055,2065,3158
0/2/2,1.0,28,1.1,5372,1396
|
LSB,DEFEAT,2,0,1,0,0
Jayce,Draven,Caitlyn,Renekton,KSante
GEN,VICTORY,14,11,3,1,2
Annie,Ashe,Varus,Sejuani,Gragas
Doran
Sion,Teleport,Flash,3364,3076,2055,1028,3001,3068,3047
1/0/7,8.0,260,9.8,11482,18029
Peanut
LeeSin,Flash,Smite,3340,3047,3133,3067,6630,2055
2/1/5,7.0,140,5.3,8790,5306
Chovy
Azir,Teleport,Flash,3363,2055,6653,4645,3158,1058
1/0/4,5.0,217,8.2,10008,12422
Peyz
Lucian,Flash,Boost,3363,6675,6671,2422,1018,3094
6/0/3,9.0,269,10.1,12810,19219
Delight
Nami,Heal,Flash,3364,3916,2055,3853,1004,4005,2422
1/1/8,9.0,15,0.6,7296,8204
Burdol
Jax,Teleport,Flash,3340,3071,3157,6632,3111,1037
0/2/0,0.0,215,8.1,8391,4196
Willer
Elise,Flash,Smite,3364,3152,3102,3020,2424,3165
0/3/2,0.7,153,5.8,7350,3775
Clozer
Yone,Teleport,Flash,3364,6673,3143,2421,1033,3031,3006
2/3/0,0.7,241,9.1,9247,6930
Envyy
Aphelios,Heal,Flash,3363,6671,2055,1018,3006,3072,3036
0/1/1,1.0,257,9.7,9672,5462
Kael
Thresh,Dot,Flash,3364,2065,3158,3857,3067,1011
0/2/2,1.0,28,1.1,5372,1396
