DRX,4,1,1,0,0
Karma,Jayce,Elise,Jax,Zoe
DK,14,9,2,1,2
Annie,Ashe,Sejuani,Vi,Camille
Rascal
KSante,Haste,Teleport,3364,6662,3068,3111,1033,2055
0/2/3,1.5,209,7.7,8391k,10340
Juhan
Viego,Smite,Flash,3364,2055,3047,6672,3067,1036,1036
0/4/4,1.0,167,6.2,7733k,6882
FATE
Gragas,Teleport,Flash,3364,2420,6657,3040,3158,3108,2055
2/3/2,1.3,216,8,9471k,12340
deokdam
Caitlyn,Flash,Boost,3363,6671,3006,2055,3094,1053,1038
2/1/2,4.0,224,8.3,9985k,13347
BeryL
Lux,Heal,Flash,3364,3853,2065,2055,2031,3158,1004
0/4/4,1.0,34,1.3,5857k,6137
Canna
Renekton,Teleport,Flash,3364,3026,6630,2055,3047,3071,1036
1/1/6,7.0,259,9.6,12277k,13349
Canyon
LeeSin,Smite,Flash,3340,2055,6630,2421,1031,3071,3111
4/1/6,10.0,169,6.2,10646k,7259
ShowMaker
LeBlanc,Teleport,Flash,3364,6653,2055,3041,3158,3089
3/1/4,7.0,244,9,11330k,18633
Deft
Varus,Flash,Heal,3363,2031,6695,3142,3042,3009
4/0/7,11.0,245,9,11792k,20297
Kellin
Heimerdinger,Dot,Flash,3364,3853,3116,2055,3145,3158,3916
2/1/8,10.0,15,0.6,7568k,10096
|
DK,20,8,3,1,1
Varus,Karma,Sejuani,Gragas,Renekton
DRX,5,0,0,0,1
Ashe,Caitlyn,Elise,Vi,Wukong
Rascal
Jayce,Teleport,Flash,3363,6692,3042,6694,1036,2422
0/2/3,1.5,209,7.7,8391k,10340
Juhan
Viego,Smite,Flash,3364,1038,3071,6672,2422
0/4/4,1.0,167,6.2,7733k,6882
FATE
Annie,Teleport,Flash,3364,1058,1058,3158,6657,3116
2/3/2,1.3,216,8,9471k,12340
deokdam
Lucian,Flash,Dot,3363,3133,6671,3140,3158,3094,6675
2/1/2,4.0,224,8.3,9985k,13347
BeryL
Nami,Heal,Flash,3364,3853,4005,2421,3158,3916
0/4/4,1.0,34,1.3,5857k,6137
Canna
Sion,Flash,Teleport,3364,2055,2421,3105,6667,3047,1033
1/1/6,7.0,259,9.6,12277k,13349
Canyon
LeeSin,Smite,Flash,3340,2055,3047,6630,3067,3133,1036
4/1/6,10.0,169,6.2,10646k,7259
ShowMaker
Syndra,Teleport,Flash,3364,6655,1082,3020,3145,1058
3/1/4,7.0,244,9,11330k,18633
Deft
Zeri,Flash,Barrier,3363,1038,3006,1055,6673,1018,1036
4/0/7,11.0,245,9,11792k,20297
Kellin
Lulu,Heal,Flash,3364,3853,2065,2055,2031,1004,2422
2/1/8,10.0,15,0.6,7568k,10096
|
