GEN,VICTORY,20,11,2,1,2
Sejuani,Milio,Gragas,Ornn,Rell
HLE,DEFEAT,11,2,2,0,0
Vi,Tristana,Ivern,Aphelios,Ashe
Doran
Renekton,Teleport,Flash,3364,3071,6630,3742,3111
4/1/10,14.0,258,8.9,13003,21304
Peanut
Poppy,Flash,Smite,3364,8020,3111,6660,3001,1031
1/2/11,6.0,152,5.2,10221,7650
Chovy
Leblanc,Teleport,Flash,3364,4636,3087,3020,3102,1082
4/3/3,2.3,290,10,12899,12985
Peyz
Xayah,Boost,Flash,3363,3006,3156,6672,3072,6675
11/2/8,9.5,318,11,16387,28801
Delight
Rakan,Dot,Flash,3364,2065,2421,3860,8020,3111
0/3/19,6.3,40,1.4,8820,8190
kingen
KSante,Teleport,Flash,3363,6662,3105,1029,3075,3111
1/2/2,1.5,247,8.5,9950,10666
Grizzly
Viego,Smite,Flash,3364,3071,6632,2055,1031,3047
5/4/3,2.0,140,4.8,9458,11914
Zeka
Annie,Teleport,Flash,3364,3116,3152,1026,1052,3158
1/4/6,1.8,213,7.3,9159,15190
Viper
Kaisa,Heal,Flash,3363,2055,1042,6655,3087,3115,3020
4/4/3,1.8,299,10.3,12576,17136
Life
Nautilus,Dot,Flash,3364,3860,2055,2420,3117,3067,3001
0/6/7,1.2,32,1.1,6362,4320
|
HLE,DEFEAT,9,3,1,0,1
Vi,Poppy,Annie,Ashe,Xayah
GEN,VICTORY,17,9,3,1,1
Neeko,Milio,Leblanc,Draven,Kaisa
Doran
Jax,Teleport,Flash,3363,6632,2421,3108,3111,3071,1052
4/1/10,14.0,258,8.9,13003,21304
Peanut
Ivern,Smite,Flash,3364,6617,3107,2055,3158,1052,3114
1/2/11,6.0,152,5.2,10221,7650
Chovy
Tristana,Teleport,Flash,3363,1055,6675,3036,3087,3111
4/3/3,2.3,290,10,12899,12985
Peyz
Varus,Boost,Flash,3363,4635,2421,3115,3087,1026,3020
11/2/8,9.5,318,11,16387,28801
Delight
Rell,Dot,Flash,3364,3860,2055,2421,3158,3001
0/3/19,6.3,40,1.4,8820,8190
kingen
Renekton,Teleport,Flash,3364,6630,3143,3071,3111,2421
1/2/2,1.5,247,8.5,9950,10666
Grizzly
Sejuani,Flash,Smite,3364,3143,3001,3047,1057,3067
5/4/3,2.0,140,4.8,9458,11914
Zeka
Azir,Teleport,Flash,3363,6655,3115,3020,4630
1/4/6,1.8,213,7.3,9159,15190
Viper
Aphelios,Boost,Flash,3363,6671,2421,1053,3006,6676,6672
4/4/3,1.8,299,10.3,12576,17136
Life
Alistar,Dot,Flash,3364,3158,3001,3860,2055,1057,3067
0/6/7,1.2,32,1.1,6362,4320
