DK,VICTORY,14,10,4,1,2
Vi,KSante,Sejuani,Maokai,Viego
NS,DEFEAT,6,3,1,0,0
Lucian,Milio,Yuumi,Renekton,Khazix
Canna
Sion,Teleport,Flash,3364,3068,6665,1011,2055,3111,3076
0/1/4,4.0,229,7.8,10063,11999
Canyon
Neeko,Smite,Flash,3364,3152,3157,2055,3135,3020
2/1/7,9.0,216,7.4,11672,12702
ShowMaker
Leblanc,Teleport,Flash,3364,4636,3100,3020,1082,3087
4/1/4,8.0,287,9.8,13568,22188
Deft
Jinx,Flash,Haste,3363,2421,6671,1053,6672,3094,3006
7/1/1,8.0,291,10,15248,15701
Kellin
Leona,Dot,Flash,3364,3860,1011,3001,3082,3009
1/2/10,5.5,33,1.1,7876,2685
DnDn
Gwen,Teleport,Haste,3363,3111,4633,2055,1058,1058,3115
1/2/1,1.0,271,9.3,12023,17723
Sylvie
Poppy,Smite,Flash,3364,6660,3111,1057,2055,6665,3067
0/2/4,2.0,160,5.5,8651,6419
Quad
Azir,Teleport,Flash,3364,2031,4645,1058,2055,3111,6653
2/2/1,1.5,241,8.3,10449,11112
Jiwoo
Aphelios,Flash,Boost,3363,6671,2421,3036,6672,3006,1036
3/5/1,0.8,292,10,13149,9978
Peter
Braum,Flash,Dot,3364,3857,3190,3023,3111
0/3/4,1.3,31,1.1,6196,2134
|
NS,DEFEAT,9,1,0,0,2
Maokai,Azir,Draven,Viego,Renekton
DK,VICTORY,12,11,4,1,0
Neeko,Vi,Lucian,Annie,Jax
Canna
Gwen,Teleport,Flash,3363,3135,4633,3115,3158
0/1/4,4.0,229,7.8,10063,11999
Canyon
Sejuani,Smite,Flash,3364,6660,6667,3075,3047,2055
2/1/7,9.0,216,7.4,11672,12702
ShowMaker
Cassiopeia,Teleport,Flash,3363,3040,6657,3135,2055
4/1/4,8.0,287,9.8,13568,22188
Deft
Jinx,Flash,Haste,3363,6671,6672,2055,3072,3006,3155
7/1/1,8.0,291,10,15248,15701
Kellin
Milio,Flash,Heal,3364,3860,2065,3158,3114,3113,2055
1/2/10,5.5,33,1.1,7876,2685
DnDn
KSante,Teleport,Flash,3364,3111,2055,3193,6665,3068,2138
1/2/1,1.0,271,9.3,12023,17723
Sylvie
LeeSin,Smite,Flash,3340,2055,6630,2421,1031,3071,3111
0/2/4,2.0,160,5.5,8651,6419
Quad
Leblanc,Teleport,Flash,3364,3100,2420,3087,3111,4636,1058
2/2/1,1.5,241,8.3,10449,11112
Jiwoo
Aphelios,Flash,Boost,3363,3072,6671,3006,6672,3035,2420
3/5/1,0.8,292,10,13149,9978
Peter
Yuumi,Exhaust,Heal,3364,3853,3222,6620,3916
0/3/4,1.3,31,1.1,6196,2134
