GEN,VICTORY,10,7,3,0,2
Caitlyn,Lucian,Ashe,Karma,Thresh
DK,DEFEAT,2,1,1,0,0
KSante,Varus,Annie,Lissandra,Veigar
Doran
Jayce,Teleport,Flash,3363,6692,3042,3111,3134,1055
1/1/3,4.0,239,8.9,10253,15631
Peanut
Maokai,Flash,Smite,3364,4401,6667,3158
2/0/5,7.0,162,6.1,9418,4518
Chovy
Yone,Teleport,Flash,3364,6673,3006,1033,1053,1018
1/1/3,4.0,226,8.5,9463,5346
Peyz
Zeri,Boost,Flash,3363,2420,1037,3006,1038,3072,6673
5/0/2,7.0,304,11.4,13184,7610
Delight
Rakan,Exhaust,Flash,3364,2065,2031,3860,2055,3111,3916
1/0/8,9.0,39,1.5,7224,3579
Canna
Kennen,Teleport,Flash,3363,3135,3152,3020,2055
0/2/1,0.5,209,7.8,8305,8848
Canyon
LeeSin,Smite,Flash,3340,2055,6630,1036,3133,3067,3111
1/2/0,0.5,153,5.7,7790,4157
ShowMaker
Leblanc,Teleport,Flash,3363,4645,6655,3158,4630
1/0/0,1.0,258,9.7,9920,12955
Deft
Jinx,Flash,Boost,3363,6672,3006,3031,1018,1042
0/3/0,0.0,290,10.9,10274,10493
Kellin
RenataGlasc,Dot,Flash,3364,3853,2065,2055,3158
0/3/1,0.3,15,0.6,5267,3916
|
GEN,VICTORY,17,9,2,2,0
Caitlyn,Lucian,Varus,Vi,Heimerdinger
DK,DEFEAT,18,5,4,0,2
KSante,Annie,Zeri,Draven,Rakan
Doran
Jayce,Teleport,Flash,3363,6695,3142,3134,3042,6692,3111
1/1/3,4.0,239,8.9,10253,15631
Peanut
Maokai,Flash,Smite,3364,3047,6667,3024,3082,3065
2/0/5,7.0,162,6.1,9418,4518
Chovy
Yone,Teleport,Flash,3364,6673,3139,3072,3031,3006
1/1/3,4.0,226,8.5,9463,5346
Peyz
Ziggs,Teleport,Flash,3363,3108,3020,3102,3165,3040,6653
5/0/2,7.0,304,11.4,13184,7610
Delight
Leona,Exhaust,Flash,3364,3001,8001,3857,2055,3111,3067
1/0/8,9.0,39,1.5,7224,3579
Canna
Kennen,Teleport,Flash,3364,2055,3152,2421,3135,4645,3020
0/2/1,0.5,209,7.8,8305,8848
Canyon
XinZhao,Smite,Flash,3364,2055,6630,1028,3082,3053,3111
1/2/0,0.5,153,5.7,7790,4157
ShowMaker
Leblanc,Teleport,Flash,3364,3102,1058,1058,3020,6655,3135
1/0/0,1.0,258,9.7,9920,12955
Deft
Sivir,Flash,Haste,3363,6672,3046,3140,6675,3006,3072
0/3/0,0.0,290,10.9,10274,10493
Kellin
Ashe,Heal,Flash,3364,3864,3179,3158,4005
0/3/1,0.3,15,0.6,5267,3916
