LSB,10,4,3,1,0
Sejuani,Vi,Annie,RenataGlasc,Maokai
KT,11,10,3,0,2
Neeko,Yuumi,Milio,Wukong,LeeSin
Burdol
Ornn,Teleport,Flash,3364,7026,1057,3075,3068,3047
2/3/3,1.7,244,6.2,12129k,16690
Willer
Kindred,Flash,Smite,3364,2055,6672,items/7018,3071,3140,3111
4/2/6,5.0,274,7,14407k,20061
Clozer
LeBlanc,Teleport,Flash,3364,3108,3089,items/7013,3087,3135,3158
2/2/3,2.5,423,10.8,16610k,31479
Teddy
Aphelios,Flash,Boost,3363,3006,items/7006,3026,3072,2055,3036
2/2/4,3.0,355,9.1,15927k,25089
Kael
Braum,Heal,Flash,3364,3109,2055,3857,items/7019,1028,3047
0/2/10,5.0,35,0.9,8260k,8232
Kiin
Renekton,Teleport,Flash,3364,6630,3193,3026,3071,3047
0/2/5,2.5,319,8.2,15649k,15968
Cuzz
Viego,Smite,Flash,3364,3047,3026,3071,6632,1033
3/2/6,4.5,245,6.3,13944k,16211
Bdd
Azir,Flash,Teleport,3363,6653,4637,3089,3108,4630,3111
2/3/5,2.3,386,9.9,15320k,31939
Aiming
Jinx,Boost,Flash,3363,6671,2420,3006,6672,3036,3094
6/1/2,8.0,397,10.2,18728k,25249
Lehends
Rakan,Exhaust,Flash,3364,3047,2065,3853,3082,1029
0/2/9,4.5,29,0.7,8576k,3789
|
LSB,2,0,0,0,0
Sejuani,Vi,Annie,Jinx,Xayah
KT,15,9,4,1,2
Neeko,Yuumi,Milio,Kindred,Wukong
Burdol
Ornn,Teleport,Flash,3364,3105,2055,3067,3076,3068,3047
2/3/3,1.7,244,6.2,12129k,16690
Willer
KhaZix,Flash,Smite,3364,6691,3179,3111,2055
4/2/6,5.0,274,7,14407k,20061
Clozer
LeBlanc,Teleport,Flash,3364,3020,6655,3087
2/2/3,2.5,423,10.8,16610k,31479
Teddy
Aphelios,Flash,Haste,3363,3006,6672,1042,3031,2055
2/2/4,3.0,355,9.1,15927k,25089
Kael
Lulu,Heal,Flash,3364,3851,2055,2065,3158
0/2/10,5.0,35,0.9,8260k,8232
Kiin
Renekton,Teleport,Flash,3364,2421,6630,1029,3071,3111
0/2/5,2.5,319,8.2,15649k,15968
Cuzz
Viego,Smite,Flash,3364,1033,3133,6632,3067,3047
3/2/6,4.5,245,6.3,13944k,16211
Bdd
Azir,Flash,Teleport,3363,3115,4645,4644,3020
2/3/5,2.3,386,9.9,15320k,31939
Aiming
Zeri,Haste,Flash,3363,3078,1038,3006,1083,1055,3085
6/1/2,8.0,397,10.2,18728k,25249
Lehends
Nautilus,Dot,Flash,3364,3001,3158,3860
0/2/9,4.5,29,0.7,8576k,3789
|
