GEN,11,9,2,1,1
Varus,Elise,Jhin,Kassadin,Akali
NS,7,2,2,0,1
Lucian,Maokai,Caitlyn,Gnar,Sylas
Doran
Gwen,Teleport,Haste,3364,3089,2421,4630,3158,4633,1026
3/2/4,3.5,272,9.2,13034k,16955
Peanut
MonkeyKing,Flash,Smite,3364,2421,6632,3047,3071,3044,3067
2/2/4,3.0,192,6.5,10919k,10534
Chovy
Azir,Teleport,Flash,3363,6655,2421,1058,1082,3165,3020
3/1/4,7.0,276,9.3,12300k,17634
Peyz
Sivir,Haste,Flash,3363,2422,1055,3508,3046,3036,6672
2/2/4,3.0,311,10.5,12953k,17745
Delight
Ashe,Heal,Flash,3364,3158,4005,3864,3123,3133
1/0/8,9.0,32,1.1,8300k,11063
DnDn
KSante,Teleport,Haste,3364,6665,3076,2055,1011,3009,4401
3/2/2,2.5,248,8.4,11215k,15750
Sylvie
Sejuani,Smite,Flash,3364,3075,2055,3158,6667
1/2/3,2.0,153,5.2,8348k,5164
FIESTA
Yone,Teleport,Flash,3363,2420,3031,1038,1036,3006,6673
2/2/0,1.0,277,9.3,11430k,9400
Vital
Aphelios,Heal,Flash,3363,3031,6671,3006,1018
0/3/0,0.0,291,9.8,10601k,6572
Peter
Alistar,Flash,Dot,3364,3860,3001,3009,1028
1/2/3,2.0,31,1,6516k,2005
|
NS,9,7,1,2,1
Ashe,Caitlyn,Lulu,Renekton,RenataGlasc
GEN,15,9,3,0,1
Varus,KSante,Lucian,Akali,Jax
Doran
Jayce,Teleport,Flash,3363,6694,3142,2055,6692,1036,3047
3/2/4,3.5,272,9.2,13034k,16955
Peanut
Maokai,Smite,Flash,3364,4637,6667,2055,3082,3158,1011
2/2/4,3.0,192,6.5,10919k,10534
Chovy
Syndra,Teleport,Flash,3363,3157,3135,3020,6655,3040
3/1/4,7.0,276,9.3,12300k,17634
Peyz
Aphelios,Heal,Flash,3363,3031,6671,2421,3072,3085,3006
2/2/4,3.0,311,10.5,12953k,17745
Delight
Leona,Flash,Dot,3364,3860,3001,3067,3047,1011,2055
1/0/8,9.0,32,1.1,8300k,11063
DnDn
Camille,Teleport,Flash,3364,3111,3026,3155,6333,6632
3/2/2,2.5,248,8.4,11215k,15750
Sylvie
Elise,Flash,Smite,3364,3152,4645,3020,2421,4632,2055
1/2/3,2.0,153,5.2,8348k,5164
FIESTA
Tristana,Teleport,Flash,3363,6672,3139,3072,3031,3006,3046
2/2/0,1.0,277,9.3,11430k,9400
Vital
Draven,Boost,Flash,3363,2422,3035,3094,3508,3031,6673
0/3/0,0.0,291,9.8,10601k,6572
Peter
Rakan,Heal,Flash,3364,6667,3111,3860,3114,3067,2055
1/2/3,2.0,31,1,6516k,2005
|
