GEN,VICTORY,14,9,2,2,0
Caitlyn,Lucian,Ashe,Kassadin,Ryze
DK,DEFEAT,4,4,2,0,2
Elise,Azir,Maokai,Sylas,Renekton
Doran
Gnar,Teleport,Flash,3364,2055,3143,2421,3047,3078,4401
1/0/9,10.0,285,8.2,14058,18736
Peanut
MonkeyKing,Flash,Smite,3364,3026,3111,6632,3071
3/1/10,13.0,238,6.8,12910,10157
Chovy
Akali,Teleport,Flash,3364,3152,3157,2055,3089,3135,3111
5/1/5,10.0,325,9.3,15211,18634
Peyz
Zeri,Boost,Flash,3363,3140,3006,3085,3036,6675,6673
5/1/8,13.0,397,11.4,17318,26593
Delight
Lulu,Dot,Flash,3364,2065,3011,3853,2055,3158,1057
0/1/14,14.0,19,0.5,9092,5484
Canna
KSante,Teleport,Haste,3364,3068,6662,3047,3105,1029,1033
1/3/1,0.7,254,7.3,11167,6923
Canyon
Sejuani,Smite,Flash,3364,2055,1028,3076,3068,6667,3047
1/2/3,2.0,161,4.6,9772,8768
ShowMaker
Swain,Teleport,Flash,3364,1052,3157,1011,3111,6657,1026
0/4/1,0.2,242,6.9,10437,21801
Deft
Sivir,Flash,Heal,3363,2421,3006,3046,6672,3036,3031
2/3/2,1.3,394,11.3,15420,28725
Kellin
Yuumi,Dot,Exhaust,3364,3853,2065,2055,3011
0/2/4,2.0,5,0.1,7126,9616
|
GEN,VICTORY,15,10,2,2,1
Caitlyn,Lucian,Ashe,Kassadin,Ryze
DK,DEFEAT,5,1,2,0,1
Elise,MonkeyKing,Azir,Renekton,Akali
Doran
KSante,Teleport,Haste,3364,2055,3193,3143,3111,6665
1/0/9,10.0,285,8.2,14058,18736
Peanut
Vi,Flash,Smite,3364,2421,6632,3111,2055,3742,1033
3/1/10,13.0,238,6.8,12910,10157
Chovy
Leblanc,Dot,Flash,3364,6655,2420,3135,1082,3108,3158
5/1/5,10.0,325,9.3,15211,18634
Peyz
Zeri,Boost,Flash,3363,3140,3006,3035,3085,3031,6673
5/1/8,13.0,397,11.4,17318,26593
Delight
Lulu,Dot,Flash,3364,2065,3011,3853,2055,3158,1033
0/1/14,14.0,19,0.5,9092,5484
Canna
Gnar,Teleport,Flash,3364,4401,3078,3047,3082
1/3/1,0.7,254,7.3,11167,6923
Canyon
Sejuani,Smite,Flash,3364,2055,1029,1029,4401,6667,3047
1/2/3,2.0,161,4.6,9772,8768
ShowMaker
Sylas,Teleport,Flash,3363,1052,3157,2055,3020,6657
0/4/1,0.2,242,6.9,10437,21801
Deft
Sivir,Flash,Heal,3363,6672,3046,3031,2422
2/3/2,1.3,394,11.3,15420,28725
Kellin
Yuumi,Dot,Exhaust,3364,3853,2065,4642,2055,3916
0/2/4,2.0,5,0.1,7126,9616
