T1,15,4,2,2,2
No ban,Maokai,No ban,Karma,No ban
GEN,26,8,3,1,0
Jayce,No ban,Zeri,No ban,Ashe
Zeus
Irelia,Teleport,Flash,3364,2421,3153,3091,6632,1031,3047
4/6/2,1.0,322,8.4,14711k,16976
Oner
Sejuani,Smite,Flash,3364,3082,3068,6665,1011,3111
2/6/10,2.0,177,4.6,12010k,10989
Faker
Viktor,Teleport,Flash,3363,3040,3158,3089,6657,3135
2/6/5,1.2,305,7.9,15083k,32669
Gumayusi
Varus,Boost,Flash,3363,6673,3124,3026,3036,3091,3047
6/4/4,2.5,378,9.8,18331k,22457
Keria
Nautilus,Dot,Flash,3364,3190,3860,4643,3076,3047
1/4/11,3.0,36,0.9,9116k,7845
Doran
Gnar,Teleport,Flash,3364,3075,2421,3078,3047,1031,4401
1/3/15,5.3,288,7.5,14342k,13773
Peanut
MonkeyKing,Flash,Smite,3364,6632,3071,3111,1057,3026
5/5/16,4.2,207,5.4,14090k,16736
Chovy
Sylas,Teleport,Flash,3364,6656,3157,3041,3111,4645,3089
6/2/13,9.5,399,10.4,19331k,34528
Peyz
Draven,Boost,Flash,3363,3006,3508,3026,3036,3031,6673
11/3/7,6.0,382,9.9,21357k,22081
Delight
Annie,Dot,Flash,3364,2065,3165,3853,3158,1057
3/2/17,10.0,24,0.6,10611k,12411
|
T1,20,9,3,1,2
Maokai,Karma,Annie,Akali,Sion
GEN,11,1,1,0,0
Ashe,Caitlyn,Lucian,Soraka,Azir
Zeus
Jayce,Teleport,Flash,3363,1055,6630,3042,2055,3133,3111
4/6/2,1.0,322,8.4,14711k,16976
Oner
Elise,Smite,Flash,3364,3152,4645,3108,1033,3020
2/6/10,2.0,177,4.6,12010k,10989
Faker
Kassadin,Teleport,Flash,3364,6657,3040,2424,3111,1058,3191
2/6/5,1.2,305,7.9,15083k,32669
Gumayusi
Varus,Heal,Flash,3363,6692,3035,3142,3009,3042,3133
6/4/4,2.5,378,9.8,18331k,22457
Keria
Kalista,Dot,Flash,3364,3142,3864,3179,3158,1028
1/4/11,3.0,36,0.9,9116k,7845
Doran
Renekton,Teleport,Flash,3364,3047,6630,2055,3161
1/3/15,5.3,288,7.5,14342k,13773
Peanut
Sejuani,Flash,Smite,3364,2055,6660,3105,3067,3083,3158
5/5/16,4.2,207,5.4,14090k,16736
Chovy
Viktor,Teleport,Flash,3363,6655,3020,4645,1058,1058
6/2/13,9.5,399,10.4,19331k,34528
Peyz
Zeri,Boost,Flash,3363,2055,1018,1037,3006,3072,6673
11/3/7,6.0,382,9.9,21357k,22081
Delight
Lulu,Heal,Flash,3364,2065,2422,3860,2055,3916,3114
3/2/17,10.0,24,0.6,10611k,12411
|
GEN,11,5,4,2,1
Elise,Caitlyn,Jayce,Kassadin,Fiora
T1,14,8,3,1,1
Maokai,Lucian,Camille,Sejuani,Vi
Zeus
Jax,Teleport,Flash,3340,6632,3157,3105,3111,3091,3161
4/6/2,1.0,322,8.4,14711k,16976
Oner
Poppy,Flash,Smite,3364,3190,3067,3068,2055,3047,3076
2/6/10,2.0,177,4.6,12010k,10989
Faker
Viktor,Teleport,Flash,3363,6653,3157,1058,3040,3111,4628
2/6/5,1.2,305,7.9,15083k,32669
Gumayusi
Draven,Boost,Flash,3363,2422,3094,3036,3072,3031,6673
6/4/4,2.5,378,9.8,18331k,22457
Keria
Ashe,Heal,Flash,3364,6609,2420,3864,2055,4005,3158
1/4/11,3.0,36,0.9,9116k,7845
Doran
Gnar,Teleport,Flash,3364,2420,3071,3091,3078,3053,3047
1/3/15,5.3,288,7.5,14342k,13773
Peanut
MonkeyKing,Smite,Flash,3364,6632,3071,3026,3123,3047
5/5/16,4.2,207,5.4,14090k,16736
Chovy
Annie,Teleport,Flash,3364,2055,3089,3157,3135,3158,6657
6/2/13,9.5,399,10.4,19331k,34528
Peyz
Varus,Heal,Flash,3363,6692,3134,3142,3042,3009,6694
11/3/7,6.0,382,9.9,21357k,22081
Delight
Jhin,Dot,Flash,3364,3142,3864,4643,3009,3179,3123
3/2/17,10.0,24,0.6,10611k,12411
|
