T1,7,7,1,1,2
Tristana,Poppy,Kaisa,Milio,Blitzcrank
BRO,11,9,5,2,0
Rumble,Annie,Neeko,Xayah,Draven
Zeus
Jax,Teleport,Flash,3340,3157,6632,3161,2055,3053,3111
4/3/0,1.3,329,8,15629k,12352
Oner
Sejuani,Smite,Flash,3364,3111,3068,6667,8020,1057,1028
0/3/6,2.0,199,4.8,12965k,6881
Poby
LeBlanc,Teleport,Flash,3364,3087,4630,3100,4636,3089,3111
2/4/5,1.8,375,9.1,16908k,36953
Gumayusi
Jinx,Boost,Flash,3363,3036,2420,6671,6672,3072,3006
1/1/4,5.0,455,11,18301k,24784
Keria
Thresh,Dot,Flash,3364,2065,3857,3109,1028,3158
0/0/6,6.0,36,0.9,8502k,4485
Morgan
Gragas,Teleport,Flash,3364,3157,6656,1058,1058,3135,3158
0/3/10,3.3,321,7.8,15046k,26540
UmTi
Skarner,Smite,Flash,3364,8020,6667,3068,3111
0/0/7,7.0,206,5,12466k,4112
Karis
Azir,Flash,Teleport,3364,4644,3157,3135,3111,1058,3115
7/1/4,11.0,385,9.3,19689k,38390
Hena
Aphelios,Boost,Flash,3363,3006,6672,6671,3036,3072,3086
3/0/5,8.0,418,10.1,18718k,40026
Effort
Rakan,Flash,Heal,3364,3860,3222,6667,3111
1/3/9,3.3,45,1.1,10399k,2936
|
T1,15,11,2,1,0
Tristana,Poppy,Azir,Milio,Rakan
BRO,5,1,1,0,2
Rumble,Annie,Neeko,Jax,Nautilus
Zeus
Ornn,Teleport,Flash,3364,7027,3143,3068,2055,3047
4/3/0,1.3,329,8,15629k,12352
Oner
Vi,Smite,Flash,3364,3026,items/7017,3071,3047
0/3/6,2.0,199,4.8,12965k,6881
Poby
LeBlanc,Teleport,Flash,3364,3087,1026,3100,3020,4630,items/7010
2/4/5,1.8,375,9.1,16908k,36953
Gumayusi
Kaisa,Boost,Flash,3364,3115,2421,7030,3087,3020
1/1/4,5.0,455,11,18301k,24784
Keria
Rell,Dot,Flash,3364,3001,3860,3047,3023
0/0/6,6.0,36,0.9,8502k,4485
Morgan
Renekton,Teleport,Flash,3364,6630,2055,2420,3156,3071,3111
0/3/10,3.3,321,7.8,15046k,26540
UmTi
Maokai,Smite,Flash,3364,3065,6667,1028,3158
0/0/7,7.0,206,5,12466k,4112
Karis
Jayce,Flash,Teleport,3364,6692,3042,3035,3111,3155,3133
7/1/4,11.0,385,9.3,19689k,38390
Hena
Aphelios,Boost,Flash,3363,2424,6672,6671,3006,3036,3155
3/0/5,8.0,418,10.1,18718k,40026
Effort
Alistar,Flash,Dot,3364,3860,2421,2055,3001,3111
1/3/9,3.3,45,1.1,10399k,2936
|
BRO,11,9,4,2,1
Rumble,Vi,Annie,Nautilus,Rell
T1,2,1,0,0,1
Tristana,LeBlanc,Neeko,Skarner,Sejuani
Zeus
KSante,Teleport,Flash,3364,2421,1057,3193,6662,3068,3047
4/3/0,1.3,329,8,15629k,12352
Oner
Poppy,Smite,Flash,3364,3190,8020,3068,3111
0/3/6,2.0,199,4.8,12965k,6881
Poby
Azir,Flash,Teleport,3364,4644,2420,3135,3020,3191,3115
2/4/5,1.8,375,9.1,16908k,36953
Gumayusi
Xayah,Haste,Flash,3363,3072,2420,3006,6672,6675
1/1/4,5.0,455,11,18301k,24784
Keria
Rakan,Flash,Dot,3364,3860,2421,2055,6667,1028,3111
0/0/6,6.0,36,0.9,8502k,4485
Morgan
Gangplank,Teleport,Flash,3364,1018,6676,3036,3078,1018,3047
0/3/10,3.3,321,7.8,15046k,26540
UmTi
Maokai,Smite,Flash,3364,2055,3068,6667,3111
0/0/7,7.0,206,5,12466k,4112
Karis
Jayce,Teleport,Flash,3363,3111,2055,3133,6691,3042,3035
7/1/4,11.0,385,9.3,19689k,38390
Hena
Kaisa,Boost,Flash,3363,3020,2420,3087,3115,3124
3/0/5,8.0,418,10.1,18718k,40026
Effort
Blitzcrank,Dot,Flash,3364,6656,3860,2055,1028,3009
1/3/9,3.3,45,1.1,10399k,2936
|
